url,WeekID,Song,Performer,SongID,Instance,Peak Position,Weeks on Chart
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Bartier Cardi,Cardi B Featuring 21 Savage,Bartier CardiCardi B Featuring 21 Savage,1,14,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Black & Chinese,Huncho Jack,Black & ChineseHuncho Jack,1,71,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Saint,Huncho Jack,SaintHuncho Jack,1,92,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,La Modelo,Ozuna x Cardi B,La ModeloOzuna x Cardi B,1,52,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Stir Fry,Migos,Stir FryMigos,1,94,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Tell Me You Love Me,Demi Lovato,Tell Me You Love MeDemi Lovato,2,53,4
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Eye 2 Eye,Huncho Jack Featuring Takeoff,Eye 2 EyeHuncho Jack Featuring Takeoff,1,65,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Modern Slavery,Huncho Jack,Modern SlaveryHuncho Jack,1,68,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,That's What I Like,Bruno Mars,That's What I LikeBruno Mars,2,1,49
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Ric Flair Drip,Offset & Metro Boomin,Ric Flair DripOffset & Metro Boomin,1,44,8
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,The Christmas Song (Merry Christmas To You),Nat King Cole,The Christmas Song (Merry Christmas To You)Nat King Cole,6,38,11
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,The Way Life GoesLil Uzi Vert Featuring Nicki Minaj,1,24,17
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,The Weekend,SZA,The WeekendSZA,1,33,21
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Dubai Shit,Huncho Jack Featuring Offset,Dubai ShitHuncho Jack Featuring Offset,1,83,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Huncho Jack,Huncho Jack,Huncho JackHuncho Jack,1,87,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Motorcycle Patches,Huncho Jack,Motorcycle PatchesHuncho Jack,1,90,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Candy Paint,Post Malone,Candy PaintPost Malone,1,50,9
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Codeine Dreaming,Kodak Black Featuring Lil Wayne,Codeine DreamingKodak Black Featuring Lil Wayne,1,52,4
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,The Race,Tay-K,The RaceTay-K,1,44,19
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,Thunder/Young Dumb & Broke (Medley)Imagine Dragons + Khalid,1,69,1
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Thunder,Imagine Dragons,ThunderImagine Dragons,1,4,34
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,My Dawg,Lil Baby,My DawgLil Baby,1,77,2
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Betrayed,Lil Xan,BetrayedLil Xan,1,67,6
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Pick It Up,Famous Dex Featuring A$AP Rocky,Pick It UpFamous Dex Featuring A$AP Rocky,1,73,6
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Too Good At Goodbyes,Sam Smith,Too Good At GoodbyesSam Smith,1,4,15
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Too Much To Ask,Niall Horan,Too Much To AskNiall Horan,3,87,9
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Walk On Water,Eminem Featuring Beyonce,Walk On WaterEminem Featuring Beyonce,1,14,4
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,What About Us,P!nk,What About UsP!nk,1,13,20
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,What Lovers Do,Maroon 5 Featuring SZA,What Lovers DoMaroon 5 Featuring SZA,1,9,17
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,River,Eminem Featuring Ed Sheeran,RiverEminem Featuring Ed Sheeran,1,43,4
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Ice Tray,Quavo & Lil Yachty,Ice TrayQuavo & Lil Yachty,1,62,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Five More Minutes,Scotty McCreery,Five More MinutesScotty McCreery,1,89,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Juice,Yo Gotti,JuiceYo Gotti,1,93,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Unforgettable,French Montana Featuring Swae Lee,UnforgettableFrench Montana Featuring Swae Lee,1,3,37
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Rubbin Off The Paint,YBN Nahmir,Rubbin Off The PaintYBN Nahmir,1,46,7
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha","HomeMachine Gun Kelly, X Ambassadors & Bebe Rexha",1,90,2
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Him & I,G-Eazy & Halsey,Him & IG-Eazy & Halsey,1,21,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Marry Me,Thomas Rhett,Marry MeThomas Rhett,1,45,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Kooda,6ix9ine,Kooda6ix9ine,1,50,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Echame La Culpa,Luis Fonsi & Demi Lovato,Echame La CulpaLuis Fonsi & Demi Lovato,1,47,5
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Gummo,6ix9ine,Gummo6ix9ine,1,12,6
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Let You Down,NF,Let You DownNF,1,16,10
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Plain Jane,A$AP Ferg Featuring Nicki Minaj,Plain JaneA$AP Ferg Featuring Nicki Minaj,1,31,13
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Round Here Buzz,Eric Church,Round Here BuzzEric Church,1,68,13
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage,1,1,14
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Wolves,Selena Gomez X Marshmello,WolvesSelena Gomez X Marshmello,1,20,9
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Written In The Sand,Old Dominion,Written In The SandOld Dominion,1,86,5
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Young Dumb & Broke,Khalid,Young Dumb & BrokeKhalid,1,18,23
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Yours,Russell Dickerson,YoursRussell Dickerson,1,62,10
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Lemon,N*E*R*D & Rihanna,LemonN*E*R*D & Rihanna,1,49,7
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,MotorSport,"Migos, Nicki Minaj & Cardi B","MotorSportMigos, Nicki Minaj & Cardi B",1,6,8
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Lights Down Low,MAX Featuring gnash,Lights Down LowMAX Featuring gnash,1,54,11
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Meant To Be,Bebe Rexha & Florida Georgia Line,Meant To BeBebe Rexha & Florida Georgia Line,1,26,9
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,I'll Name The Dogs,Blake Shelton,I'll Name The DogsBlake Shelton,1,58,15
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Dusk Till Dawn,Zayn Featuring Sia,Dusk Till DawnZayn Featuring Sia,1,44,15
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,How Long,Charlie Puth,How LongCharlie Puth,1,26,11
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Mi Gente,J Balvin & Willy William Featuring Beyonce,Mi GenteJ Balvin & Willy William Featuring Beyonce,1,3,25
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Feel It Still,Portugal. The Man,Feel It StillPortugal. The Man,1,4,27
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,MIC Drop,BTS Featuring Desiigner,MIC DropBTS Featuring Desiigner,1,28,4
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,End Game,Taylor Swift Featuring Ed Sheeran & Future,End GameTaylor Swift Featuring Ed Sheeran & Future,1,39,5
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift,1,1,18
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And AutomobilesChris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,46,15
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Bad At Love,Halsey,Bad At LoveHalsey,1,8,16
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,...Ready For It?,Taylor Swift,...Ready For It?Taylor Swift,1,4,16
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Sorry Not Sorry,Demi Lovato,Sorry Not SorryDemi Lovato,1,6,24
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Bank Account,21 Savage,Bank Account21 Savage,1,12,24
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,1,25
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,1-800-273-8255Logic Featuring Alessia Cara & Khalid,1,3,34
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Attention,Charlie Puth,AttentionCharlie Puth,1,5,35
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Sky Walker,Miguel Featuring Travis Scott,Sky WalkerMiguel Featuring Travis Scott,2,35,13
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,No Smoke,YoungBoy Never Broke Again,No SmokeYoungBoy Never Broke Again,2,77,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","Krippy KushFarruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",2,88,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Legends,Kelsea Ballerini,LegendsKelsea Ballerini,2,97,3
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,It's The Most Wonderful Time Of The Year,Andy Williams,It's The Most Wonderful Time Of The YearAndy Williams,2,35,4
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Good Old Days,Macklemore Featuring Kesha,Good Old DaysMacklemore Featuring Kesha,2,60,9
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Mayores,Becky G Featuring Bad Bunny,MayoresBecky G Featuring Bad Bunny,2,74,9
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me GoHailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,2,53,13
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,I Could Use A Love Song,Maren Morris,I Could Use A Love SongMaren Morris,2,75,18
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Havana,Camila Cabello Featuring Young Thug,HavanaCamila Cabello Featuring Young Thug,2,2,19
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Love.,Kendrick Lamar Featuring Zacari,Love.Kendrick Lamar Featuring Zacari,2,11,26
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Roll In Peace,Kodak Black Featuring XXXTENTACION,Roll In PeaceKodak Black Featuring XXXTENTACION,1,51,18
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Silence,Marshmello Featuring Khalid,SilenceMarshmello Featuring Khalid,1,30,19
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,You Broke Up With Me,Walker Hayes,You Broke Up With MeWalker Hayes,2,79,9
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Believer,Imagine Dragons,BelieverImagine Dragons,1,4,46
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,DespacitoLuis Fonsi & Daddy Yankee Featuring Justin Bieber,1,1,49
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Shape Of You,Ed Sheeran,Shape Of YouEd Sheeran,1,1,50
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,A Holly Jolly Christmas,Burl Ives,A Holly Jolly ChristmasBurl Ives,2,41,4
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Perfect,Ed Sheeran,PerfectEd Sheeran,2,1,17
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Rockin' Around The Christmas Tree,Brenda Lee,Rockin' Around The Christmas TreeBrenda Lee,7,34,22
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,All I Want For Christmas Is You,Mariah Carey,All I Want For Christmas Is YouMariah Carey,7,9,23
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Like I Loved You,Brett Young,Like I Loved YouBrett Young,1,54,13
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Losing Sleep,Chris Young,Losing SleepChris Young,1,63,13
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,No LimitG-Eazy Featuring A$AP Rocky & Cardi B,1,4,15
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Gucci Gang,Lil Pump,Gucci GangLil Pump,1,3,15
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,New Rules,Dua Lipa,New RulesDua Lipa,1,12,21
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Greatest Love Story,LANCO,Greatest Love StoryLANCO,1,45,16
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,Light It Up,Luke Bryan,Light It UpLuke Bryan,1,57,17
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,F**k Love,XXXTENTACION Featuring Trippie Redd,F**k LoveXXXTENTACION Featuring Trippie Redd,1,41,17
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,I Get The Bag,Gucci Mane Featuring Migos,I Get The BagGucci Mane Featuring Migos,1,11,18
https://www.billboard.com/charts/hot-100/2018-01-06,1/6/2018,I Fall Apart,Post Malone,I Fall ApartPost Malone,1,16,13
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,One Foot,WALK THE MOON,One FootWALK THE MOON,1,80,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Corazon,Maluma X Nego do Borel,CorazonMaluma X Nego do Borel,1,92,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Finesse,Bruno Mars & Cardi B,FinesseBruno Mars & Cardi B,1,35,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Tell Me You Love Me,Demi Lovato,Tell Me You Love MeDemi Lovato,2,53,5
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble","The Greatest ShowHugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",1,95,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno","Best FriendSofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",1,100,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,That's What I Like,Bruno Mars,That's What I LikeBruno Mars,2,1,50
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Rubbin Off The Paint,YBN Nahmir,Rubbin Off The PaintYBN Nahmir,1,46,8
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Bartier Cardi,Cardi B Featuring 21 Savage,Bartier CardiCardi B Featuring 21 Savage,1,14,2
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Rewrite The Stars,Zac Efron & Zendaya,Rewrite The StarsZac Efron & Zendaya,1,85,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,The Way Life GoesLil Uzi Vert Featuring Nicki Minaj,1,24,18
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,The Weekend,SZA,The WeekendSZA,1,33,22
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Stir Fry,Migos,Stir FryMigos,1,89,2
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Never Enough,Loren Allred,Never EnoughLoren Allred,1,88,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Ric Flair Drip,Offset & Metro Boomin,Ric Flair DripOffset & Metro Boomin,1,44,9
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Codeine Dreaming,Kodak Black Featuring Lil Wayne,Codeine DreamingKodak Black Featuring Lil Wayne,1,52,5
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,This Is Me,Keala Settle & The Greatest Showman Ensemble,This Is MeKeala Settle & The Greatest Showman Ensemble,1,83,1
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Thunder,Imagine Dragons,ThunderImagine Dragons,1,4,35
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Candy Paint,Post Malone,Candy PaintPost Malone,1,50,10
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,La Modelo,Ozuna x Cardi B,La ModeloOzuna x Cardi B,1,52,2
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,River,Eminem Featuring Ed Sheeran,RiverEminem Featuring Ed Sheeran,1,43,5
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Kooda,6ix9ine,Kooda6ix9ine,1,50,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Too Good At Goodbyes,Sam Smith,Too Good At GoodbyesSam Smith,1,4,16
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Too Much To Ask,Niall Horan,Too Much To AskNiall Horan,3,86,10
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Wanted You,NAV Featuring Lil Uzi Vert,Wanted YouNAV Featuring Lil Uzi Vert,2,97,6
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,What About Us,P!nk,What About UsP!nk,1,13,21
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,What Lovers Do,Maroon 5 Featuring SZA,What Lovers DoMaroon 5 Featuring SZA,1,9,18
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,My Dawg,Lil Baby,My DawgLil Baby,1,77,3
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha","HomeMachine Gun Kelly, X Ambassadors & Bebe Rexha",1,90,3
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Him & I,G-Eazy & Halsey,Him & IG-Eazy & Halsey,1,17,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Unforgettable,French Montana Featuring Swae Lee,UnforgettableFrench Montana Featuring Swae Lee,1,3,38
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,When We,Tank,When WeTank,2,96,5
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Betrayed,Lil Xan,BetrayedLil Xan,1,67,7
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Pick It Up,Famous Dex Featuring A$AP Rocky,Pick It UpFamous Dex Featuring A$AP Rocky,1,73,7
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,MIC Drop,BTS Featuring Desiigner,MIC DropBTS Featuring Desiigner,1,28,5
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,End Game,Taylor Swift Featuring Ed Sheeran & Future,End GameTaylor Swift Featuring Ed Sheeran & Future,1,39,6
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Wolves,Selena Gomez X Marshmello,WolvesSelena Gomez X Marshmello,1,20,10
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Written In The Sand,Old Dominion,Written In The SandOld Dominion,1,70,6
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Young Dumb & Broke,Khalid,Young Dumb & BrokeKhalid,1,18,24
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Yours,Russell Dickerson,YoursRussell Dickerson,1,52,11
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Plain Jane,A$AP Ferg Featuring Nicki Minaj,Plain JaneA$AP Ferg Featuring Nicki Minaj,1,31,14
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Marry Me,Thomas Rhett,Marry MeThomas Rhett,1,44,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Echame La Culpa,Luis Fonsi & Demi Lovato,Echame La CulpaLuis Fonsi & Demi Lovato,1,47,6
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Gummo,6ix9ine,Gummo6ix9ine,1,12,7
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,MotorSport,"Migos, Nicki Minaj & Cardi B","MotorSportMigos, Nicki Minaj & Cardi B",1,6,9
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,No LimitG-Eazy Featuring A$AP Rocky & Cardi B,1,4,16
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Gucci Gang,Lil Pump,Gucci GangLil Pump,1,3,16
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Meant To Be,Bebe Rexha & Florida Georgia Line,Meant To BeBebe Rexha & Florida Georgia Line,1,24,10
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Let You Down,NF,Let You DownNF,1,16,11
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Mi Gente,J Balvin & Willy William Featuring Beyonce,Mi GenteJ Balvin & Willy William Featuring Beyonce,1,3,26
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Feel It Still,Portugal. The Man,Feel It StillPortugal. The Man,1,4,28
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Ice Tray,Quavo & Lil Yachty,Ice TrayQuavo & Lil Yachty,1,62,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Five More Minutes,Scotty McCreery,Five More MinutesScotty McCreery,1,78,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Juice,Yo Gotti,JuiceYo Gotti,1,90,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Light It Up,Luke Bryan,Light It UpLuke Bryan,1,57,18
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,F**k Love,XXXTENTACION Featuring Trippie Redd,F**k LoveXXXTENTACION Featuring Trippie Redd,1,41,18
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,I Get The Bag,Gucci Mane Featuring Migos,I Get The BagGucci Mane Featuring Migos,1,11,19
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Look What You Made Me Do,Taylor Swift,Look What You Made Me DoTaylor Swift,1,1,19
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Round Here Buzz,Eric Church,Round Here BuzzEric Church,1,57,14
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Rockstar,Post Malone Featuring 21 Savage,RockstarPost Malone Featuring 21 Savage,1,1,15
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And AutomobilesChris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1,46,16
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Bad At Love,Halsey,Bad At LoveHalsey,1,6,17
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,...Ready For It?,Taylor Swift,...Ready For It?Taylor Swift,1,4,17
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Silence,Marshmello Featuring Khalid,SilenceMarshmello Featuring Khalid,1,30,20
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Sorry Not Sorry,Demi Lovato,Sorry Not SorryDemi Lovato,1,6,25
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Bank Account,21 Savage,Bank Account21 Savage,1,12,25
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,1,26
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,1-800-273-8255Logic Featuring Alessia Cara & Khalid,1,3,35
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Sky Walker,Miguel Featuring Travis Scott,Sky WalkerMiguel Featuring Travis Scott,2,35,14
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Never Be The Same,Camila Cabello,Never Be The SameCamila Cabello,2,71,2
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Heaven,Kane Brown,HeavenKane Brown,2,82,2
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Female,Keith Urban,FemaleKeith Urban,2,93,2
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,No Smoke,YoungBoy Never Broke Again,No SmokeYoungBoy Never Broke Again,2,73,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian","Krippy KushFarruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",2,75,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Legends,Kelsea Ballerini,LegendsKelsea Ballerini,2,79,4
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Good Old Days,Macklemore Featuring Kesha,Good Old DaysMacklemore Featuring Kesha,2,54,10
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Mayores,Becky G Featuring Bad Bunny,MayoresBecky G Featuring Bad Bunny,2,74,10
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me GoHailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,2,40,14
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,I Could Use A Love Song,Maren Morris,I Could Use A Love SongMaren Morris,2,62,19
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Havana,Camila Cabello Featuring Young Thug,HavanaCamila Cabello Featuring Young Thug,2,2,20
https://www.billboard.com/charts/hot-100/2018-01-13,1/13/2018,Love.,Kendrick Lamar Featuring Zacari,Love.Kendrick Lamar Featuring Zacari,2,11,27
